"customer ID","movie ID","rating 1-5"
4,1,4
44,1,4
55,1,5
57,1,1
68,1,4
107,1,3
134,1,5
137,1,4
148,1,4
169,1,4
170,1,5
181,1,3
217,1,3
273,1,5
274,1,4
276,1,4
280,1,5
292,1,3
332,1,5
370,1,4
373,1,4
385,1,4
387,1,3
403,1,3
440,1,4
468,1,4
509,1,4
519,1,5
556,1,4
567,1,3
569,1,3
586,1,3
590,1,4
591,1,3
592,1,3
601,1,3
603,1,3
613,1,2
628,1,3
632,1,4
641,1,4
642,1,4
651,1,5
669,1,4
694,1,1
711,1,3
730,1,4
742,1,4
756,1,3
780,1,3
788,1,5
792,1,3
805,1,3
811,1,3
812,1,5
821,1,5
830,1,4
877,1,4
889,1,3
894,1,5
930,1,5
937,1,4
957,1,5
959,1,5
978,1,3
991,1,4
1005,1,3
1035,1,4
1037,1,3
1048,1,3
1063,1,3
1079,1,5
1087,1,3
1113,1,5
1121,1,3
1131,1,5
1135,1,3
1137,1,4
1179,1,5
1196,1,5
1197,1,3
1202,1,3
1214,1,5
1227,1,3
1243,1,2
1245,1,3
1247,1,5
1301,1,4
1304,1,3
1320,1,4
1363,1,5
1371,1,4
1372,1,5
1376,1,4
1398,1,3
1445,1,4
1452,1,3
1495,1,3
1515,1,3
1532,1,4
1584,1,4
1586,1,4
1604,1,3
1618,1,5
1623,1,2
1664,1,4
1685,1,4
1715,1,4
1719,1,4
1752,1,5
1757,1,5
1758,1,3
1762,1,5
1763,1,3
1765,1,5
1778,1,4
1783,1,5
1797,1,4
1800,1,5
1805,1,4
1807,1,4
1808,1,4
1845,1,3
1888,1,4
1934,1,5
1966,1,3
1970,1,4
1973,1,4
1980,1,4
1991,1,4
1992,1,5
2008,1,2
2014,1,4
2037,1,4
2090,1,4
2092,1,3
2096,1,4
2111,1,4
2123,1,3
2132,1,4
2155,1,5
2186,1,3
2195,1,3
2212,1,3
2217,1,2
2254,1,4
2257,1,4
2260,1,4
2280,1,4
2282,1,4
2302,1,4
2305,1,4
2359,1,3
2360,1,3
2366,1,4
2374,1,4
2375,1,4
2386,1,3
2393,1,4
2396,1,5
2415,1,2
2425,1,1
2426,1,4
2445,1,3
2464,1,3
2483,1,5
2504,1,2
2509,1,5
2524,1,4
2539,1,5
2548,1,3
2637,1,5
2645,1,4
2656,1,4
2679,1,4
2681,1,3
2701,1,4
2710,1,4
2714,1,2
2723,1,5
2736,1,4
2789,1,4
2794,1,2
2806,1,4
2813,1,4
2824,1,4
2850,1,4
2852,1,4
2854,1,3
2856,1,2
2875,1,3
2877,1,3
2883,1,3
2943,1,4
2970,1,4
3018,1,3
3042,1,5
3044,1,5
3072,1,3
3116,1,2
3129,1,5
3154,1,3
3168,1,4
3174,1,5
3197,1,4
3205,1,1
3239,1,5
3245,1,4
3254,1,4
3277,1,5
3282,1,4
3304,1,4
3317,1,2
3345,1,4
3347,1,3
3356,1,4
3408,1,4
3422,1,3
3445,1,5
3467,1,4
3530,1,4
3535,1,3
3555,1,4
3560,1,4
3630,1,4
3632,1,3
3641,1,4
3651,1,4
3653,1,4
3704,1,4
3709,1,4
3716,1,4
3744,1,4
3751,1,4
3763,1,3
3766,1,3
3781,1,3
3794,1,4
3828,1,3
3858,1,5
3862,1,4
3868,1,4
3872,1,3
3874,1,5
3891,1,3
3917,1,3
3929,1,4
3941,1,5
3963,1,5
3965,1,4
4015,1,5
4038,1,3
4068,1,3
4069,1,4
4074,1,5
4096,1,4
4132,1,4
4134,1,5
4147,1,4
4149,1,4
4164,1,4
4205,1,3
4244,1,4
4253,1,5
4283,1,4
4286,1,4
4288,1,3
4296,1,3
4319,1,4
4322,1,1
4353,1,5
4355,1,3
4360,1,2
4380,1,4
4384,1,3
4397,1,5
4407,1,4
4423,1,3
4428,1,3
4441,1,4
4501,1,4
4511,1,3
4516,1,5
4530,1,3
4542,1,5
4562,1,4
4572,1,5
4580,1,4
4593,1,4
4642,1,4
4692,1,5
4696,1,5
4698,1,4
4737,1,2
4743,1,4
4773,1,3
4780,1,5
4782,1,4
4791,1,5
4814,1,3
4869,1,4
4883,1,3
4902,1,4
4926,1,3
4945,1,2
4953,1,5
4955,1,3
4995,1,3
4999,1,3
5020,1,3
5027,1,4
5036,1,4
5044,1,4
5049,1,4
5053,1,5
5075,1,4
5086,1,4
5087,1,5
5100,1,3
5116,1,4
5120,1,4
5135,1,5
5171,1,5
5173,1,3
5175,1,4
5224,1,4
5235,1,4
5256,1,4
5266,1,2
5271,1,4
5272,1,3
5280,1,4
5288,1,4
5303,1,5
5309,1,3
5321,1,4
5328,1,4
5354,1,4
5356,1,5
5357,1,2
5358,1,3
5371,1,4
5401,1,3
5403,1,3
5423,1,3
5427,1,5
5432,1,5
5481,1,4
5552,1,5
5573,1,5
5585,1,4
5588,1,4
5611,1,3
5612,1,3
5638,1,4
5661,1,4
5697,1,4
5707,1,2
5773,1,4
5846,1,4
5854,1,2
5863,1,4
5872,1,3
5884,1,3
5891,1,3
5911,1,3
5917,1,4
5921,1,3
5933,1,5
5954,1,5
5960,1,5
5970,1,4
5987,1,4
5996,1,4
5997,1,4
6012,1,3
6049,1,4
6055,1,3
6066,1,3
6099,1,5
6129,1,4
6146,1,4
6151,1,4
6163,1,5
6166,1,3
6170,1,4
6174,1,5
6188,1,4
6192,1,5
6200,1,2
6227,1,3
6235,1,3
6252,1,2
6268,1,4
6271,1,4
6282,1,3
6288,1,3
6289,1,5
6296,1,2
6300,1,4
6322,1,4
6326,1,4
6350,1,5
6361,1,3
6388,1,2
6406,1,4
6420,1,4
6444,1,5
6445,1,3
6477,1,5
6499,1,3
6507,1,4
6518,1,4
6537,1,4
6538,1,4
6549,1,4
6564,1,5
6580,1,4
6600,1,4
6621,1,4
6625,1,3
6627,1,5
6652,1,4
6663,1,4
6692,1,4
6703,1,4
6713,1,3
6716,1,4
6717,1,3
6719,1,3
6805,1,3
6811,1,4
6815,1,3
6826,1,2
6849,1,4
6886,1,5
6888,1,4
6931,1,4
6934,1,2
6940,1,4
6957,1,4
6983,1,5
6998,1,4
7039,1,3
7049,1,3
7052,1,3
7054,1,4
7056,1,5
7099,1,3
7107,1,3
7120,1,4
7124,1,3
7134,1,3
7178,1,5
7189,1,4
7252,1,5
7267,1,2
7281,1,5
7319,1,3
7321,1,4
7339,1,1
7340,1,4
7351,1,2
7365,1,4
7404,1,4
7407,1,3
7455,1,5
7477,1,3
7481,1,4
7491,1,5
7502,1,5
7505,1,5
7518,1,2
7536,1,4
7539,1,5
7540,1,5
7543,1,4
7555,1,3
7560,1,5
7564,1,4
7575,1,5
7591,1,3
7602,1,3
7621,1,3
7622,1,3
7624,1,5
7636,1,5
7637,1,3
7669,1,1
7672,1,2
7706,1,4
7707,1,4
7720,1,3
7721,1,4
7725,1,5
7726,1,4
7730,1,3
7732,1,4
7738,1,3
7796,1,4
7802,1,5
7819,1,4
7829,1,3
7839,1,2
7840,1,4
7861,1,5
7878,1,4
7899,1,5
7900,1,4
7917,1,3
7919,1,5
7922,1,5
7953,1,3
7965,1,3
7989,1,5
8004,1,3
8021,1,3
8024,1,4
8051,1,3
8072,1,4
8095,1,4
8111,1,4
8112,1,4
8113,1,4
8125,1,4
8190,1,3
8191,1,2
8231,1,5
8248,1,2
8254,1,4
8264,1,4
8290,1,5
8303,1,4
8311,1,3
8318,1,3
8323,1,4
8326,1,3
8330,1,2
8332,1,5
8337,1,4
8339,1,3
8358,1,4
8365,1,5
8373,1,4
8460,1,4
8488,1,3
8498,1,5
8504,1,1
8517,1,4
8523,1,3
8552,1,5
8559,1,4
8566,1,3
8567,1,4
8586,1,5
8602,1,3
8614,1,4
8629,1,5
8637,1,5
8678,1,4
8680,1,4
8683,1,3
8690,1,5
8735,1,3
8738,1,5
8743,1,4
8746,1,3
8773,1,3
8776,1,5
8841,1,3
8844,1,5
8861,1,4
8873,1,4
8926,1,4
8951,1,4
8954,1,4
8955,1,3
8986,1,5
9045,1,4
9053,1,4
9060,1,3
9065,1,5
9069,1,3
9078,1,4
9081,1,4
9086,1,4
9094,1,4
9099,1,3
9102,1,4
9131,1,4
9134,1,3
9149,1,4
9181,1,3
9183,1,5
9195,1,4
9200,1,5
9205,1,3
9208,1,5
9243,1,2
9245,1,4
9256,1,4
9310,1,5
9351,1,4
9354,1,2
9356,1,4
